replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
32,b_C_vs_N,-0.025929299063873937,True,135,0.0010986726234984145,1201,1125
32,b_M_vs_N,0.03531854056098165,True,135,0.0010986726234984145,1201,1125
32,b_S_vs_N,0.0025113835441705865,True,135,0.0010986726234984145,1201,1125
33,b_C_vs_N,-0.002903038331707248,True,148,0.008155442966661486,1214,1125
33,b_M_vs_N,0.03785191245242297,True,148,0.008155442966661486,1214,1125
33,b_S_vs_N,-0.022326042287849426,True,148,0.008155442966661486,1214,1125
34,b_C_vs_N,-0.015039540504322093,True,144,0.001973104682827964,1191,1125
34,b_M_vs_N,0.03933151028505607,True,144,0.001973104682827964,1191,1125
34,b_S_vs_N,-0.013148601784670632,True,144,0.001973104682827964,1191,1125
35,b_C_vs_N,-0.00411806795988452,True,124,0.00118956117521396,1198,1125
35,b_M_vs_N,0.031257487301400044,True,124,0.00118956117521396,1198,1125
35,b_S_vs_N,-0.01150717741689906,True,124,0.00118956117521396,1198,1125
36,b_C_vs_N,-0.020822540204046395,True,160,0.0024966290902489474,1193,1125
36,b_M_vs_N,0.02920335362348005,True,160,0.0024966290902489474,1193,1125
36,b_S_vs_N,-0.0013721065092906905,True,160,0.0024966290902489474,1193,1125
37,b_C_vs_N,-0.026400882843801803,True,147,0.005752904522649427,1186,1125
37,b_M_vs_N,0.04122133673143553,True,147,0.005752904522649427,1186,1125
37,b_S_vs_N,0.004834462247143785,True,147,0.005752904522649427,1186,1125
38,b_C_vs_N,-0.022869383568587455,True,126,0.005204372683315306,1204,1125
38,b_M_vs_N,0.04661280632109213,True,126,0.005204372683315306,1204,1125
38,b_S_vs_N,-0.005880559671886247,True,126,0.005204372683315306,1204,1125
39,b_C_vs_N,0.0037488283566445057,True,126,0.009614878165760121,1175,1125
39,b_M_vs_N,0.037436565797288344,True,126,0.009614878165760121,1175,1125
39,b_S_vs_N,-0.027963092368631697,True,126,0.009614878165760121,1175,1125
40,b_C_vs_N,-0.016544116860028813,True,130,0.0013020481713665877,1202,1125
40,b_M_vs_N,0.04195632779190389,True,130,0.0013020481713665877,1202,1125
40,b_S_vs_N,-0.00777871896793687,True,130,0.0013020481713665877,1202,1125
41,b_C_vs_N,-0.003146345825166934,True,129,0.0006994084543551216,1197,1125
41,b_M_vs_N,0.03924077839234714,True,129,0.0006994084543551216,1197,1125
