replicate,dimension,category_vs_moral,estimand,estimate,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
28,condition,C,base_slope,0.11344004143413214,True,119,0.0035747508784558235,1082,990
28,condition,C,comparison_slope,-0.04534588737509043,True,119,0.0035747508784558235,1082,990
28,condition,C,difference,-0.15878592880922257,True,119,0.0035747508784558235,1082,990
28,condition,S,base_slope,-0.025984572706194753,True,119,0.0035747508784558235,1082,990
28,condition,S,comparison_slope,-0.053267804341814905,True,119,0.0035747508784558235,1082,990
28,condition,S,difference,-0.027283231635620152,True,119,0.0035747508784558235,1082,990
28,game,C,base_slope,-0.036835853987647375,True,119,0.0035747508784558235,1082,990
28,game,C,comparison_slope,-0.030929586634542185,True,119,0.0035747508784558235,1082,990
28,game,C,difference,0.005906267353105189,True,119,0.0035747508784558235,1082,990
28,game,S,base_slope,-0.041311287789081885,True,119,0.0035747508784558235,1082,990
28,game,S,comparison_slope,-0.007114030808766436,True,119,0.0035747508784558235,1082,990
28,game,S,difference,0.03419725698031545,True,119,0.0035747508784558235,1082,990
29,condition,C,base_slope,0.023840878797346643,True,100,0.0007472663769898524,1054,990
29,condition,C,comparison_slope,-0.055678071532672374,True,100,0.0007472663769898524,1054,990
29,condition,C,difference,-0.07951895033001902,True,100,0.0007472663769898524,1054,990
29,condition,S,base_slope,-0.009272655540551263,True,100,0.0007472663769898524,1054,990
