subject_id,treatment_cell,b_S_vs_M,b_C_vs_M,n_substantive_hp,weight_M,weight_S,weight_C
market_control::kw::59a23b5d1bf9070001ce8d73,kw_market,-1.043722508072386,-0.7498131096581379,3,0.7024873897499742,0.19114082377167665,0.1063717864783492
market_control::kw::59b2d1e1773f41000148789e,kw_market,-0.08584621745820151,-0.6457239185364753,3,0.5351734142699984,0.3740550883671202,0.09077149736288134
market_control::kw::59d39f387d08030001f345a5,kw_market,0.19422098120160095,-0.36381651451498453,2,0.4658677467244929,0.42927018058645333,0.1048620726890538
market_control::kw::59d4fb316cc82800013e32d3,kw_market,-0.10173882954887797,-0.5751415481058963,3,0.5346763577127431,0.36808589364354605,0.0972377486437109
market_control::kw::59d8ec713e5ea00001e1d09c,kw_market,0.1942209812016006,-0.3638165145149853,2,0.46586774672449294,0.4292701805864533,0.10486207268905372
market_control::kw::59ea4fd07d6df50001e6930f,kw_market,0.4598975363800177,0.4775427737818421,4,0.367177860180232,0.4425123300044383,0.19030980981532974
market_control::kw::5a031384fe645f0001e9ea24,kw_market,0.09761039138040997,-0.330612001942881,2,0.48291992406152123,0.4049007977763166,0.11217927816216215
market_control::kw::5a0f2b13f2e3460001edbbcf,kw_market,-0.4178158982046769,-0.31898142671134205,1,0.5750410511935073,0.2907712343322917,0.13418771447420091
market_control::kw::5a219133b4665b00011fd87a,kw_market,0.8979342125466696,-0.2215651947627225,1,0.3227361886628851,0.5927980305073176,0.08446578082979733
market_control::kw::5a21f3731a1ad3000138f901,kw_market,0.1460820662042363,1.888418765903418,4,0.254314847407439,0.23174546075685387,0.5139396918357072
market_control::kw::5a5a6318ac5624000153e365,kw_market,0.1460820662042363,1.888418765903418,4,0.254314847407439,0.23174546075685387,0.5139396918357072
market_control::kw::5a6ce61e9d65ec00017e9618,kw_market,-0.5231067994537322,1.4281733135443822,1,0.3640808381633569,0.1701590997179791,0.46576006211866405
market_control::kw::5a775b638fe2dc00010579b2,kw_market,-0.8911131209805151,-0.46365925385732093,2,0.6587086387204919,0.20874951692272772,0.13254184435678032
market_control::kw::5a847fd2aa46dd00016ba03c,kw_market,1.1389780618005145,-0.20101376438630894,2,0.2782293735071587,0.647221412272142,0.07454921422069928
market_control::kw::5a8f05faf49c9a0001f3e4c6,kw_market,-0.2229357243047383,-0.5687672838876157,3,0.5574172437024081,0.34072368165761013,0.1018590746399817
market_control::kw::5a94d24fb5e2110001c689b5,kw_market,0.7680560391688322,-0.18368019534120023,1,0.3461139343447936,0.5600017925974536,0.09388427305775271
market_control::kw::5a9bcd3f1eda410001366c55,kw_market,0.7328598639392642,-0.45321444794166826,3,0.3612899001383408,0.5637365303675335,0.07497356949412562
market_control::kw::5adeeea15f327e0001fb74e1,kw_market,-0.8282133944450134,-0.548107949827886,2,0.6569314535174614,0.2213876619423268,0.1216808845402118
market_control::kw::5b0b08941e55760001b94b98,kw_market,-0.736956226666309,0.6207879044234483,2,0.5109623582043259,0.19070173080415412,0.29833591099152
market_control::kw::5b1d8c8988ee7400012b2730,kw_market,-0.5939620952741725,-0.3059176297759585,1,0.6020038852358618,0.25600077154148065,0.14199534322265756
market_control::kw::5b20c5e04c72120001f25dda,kw_market,0.8979342125466696,-0.2215651947627225,1,0.3227361886628851,0.5927980305073176,0.08446578082979733
market_control::kw::5b2c0de67297750001c794ab,kw_market,0.4262568136458649,0.8412081134468165,2,0.34340011144482097,0.4026585673864848,0.25394132116869417
