frame_id,PROLIFIC_PID,treatment,Market,allocation_kept,share_sent,cell,substantive_classifications,hp,fitted_probability_M,fitted_probability_S,fitted_probability_C
565c931eba63db00051cd52d|lt|0,565c931eba63db00051cd52d,lt,0,6.5,0.4583333333333333,lt_control,1,4.0,0.4164008745007025,0.1338833199922762,0.44971580550702134
565c931eba63db00051cd52d|lt|0,565c931eba63db00051cd52d,lt,0,6.5,0.4583333333333333,lt_control,1,6.0,0.4776011186675175,0.06998096845771834,0.45241791287476424
565c931eba63db00051cd52d|lt|0,565c931eba63db00051cd52d,lt,0,6.5,0.4583333333333333,lt_control,1,8.0,0.35733260289200547,0.20736723865446208,0.4353001584535324
565c931eba63db00051cd52d|lt|0,565c931eba63db00051cd52d,lt,0,6.5,0.4583333333333333,lt_control,1,12.0,0.23850463638782385,0.43535114386867885,0.3261442197434974
565e0169998e44000a4bdab1|lt|1,565e0169998e44000a4bdab1,lt,1,10.0,0.16666666666666666,lt_market,2,4.0,0.40669953307889495,0.2448137797666282,0.3484866871544769
565e0169998e44000a4bdab1|lt|1,565e0169998e44000a4bdab1,lt,1,10.0,0.16666666666666666,lt_market,2,6.0,0.4936133118220561,0.13540940234650423,0.3709772858314397
565e0169998e44000a4bdab1|lt|1,565e0169998e44000a4bdab1,lt,1,10.0,0.16666666666666666,lt_market,2,8.0,0.3275505930511745,0.35587152283672,0.3165778841121053
565e0169998e44000a4bdab1|lt|1,565e0169998e44000a4bdab1,lt,1,10.0,0.16666666666666666,lt_market,2,12.0,0.18174288258460922,0.6210801096663144,0.1971770077490762
5661bce973ac87001180413a|lt|1,5661bce973ac87001180413a,lt,1,10.0,0.16666666666666666,lt_market,1,4.0,0.5123610570563009,0.3292019650012901,0.15843697794240902
5661bce973ac87001180413a|lt|1,5661bce973ac87001180413a,lt,1,10.0,0.16666666666666666,lt_market,1,6.0,0.6393721759462824,0.18721464178974315,0.17341318226397448
5661bce973ac87001180413a|lt|1,5661bce973ac87001180413a,lt,1,10.0,0.16666666666666666,lt_market,1,8.0,0.3986482609986703,0.4623052667384717,0.13904647226285796
5661bce973ac87001180413a|lt|1,5661bce973ac87001180413a,lt,1,10.0,0.16666666666666666,lt_market,1,12.0,0.19844453675993695,0.7238581635006992,0.07769729973936387
56a68bb49ce1c0000df89344|kw|0,56a68bb49ce1c0000df89344,kw,0,12.0,0.0,kw_control,4,4.0,0.558660691924327,0.34065656275237055,0.10068274532330242
56a68bb49ce1c0000df89344|kw|0,56a68bb49ce1c0000df89344,kw,0,12.0,0.0,kw_control,4,6.0,0.6963986685899355,0.193520220348297,0.11008111106176757
56a68bb49ce1c0000df89344|kw|0,56a68bb49ce1c0000df89344,kw,0,12.0,0.0,kw_control,4,8.0,0.4340541290144629,0.47771095228569643,0.08823491869984058
56a68bb49ce1c0000df89344|kw|0,56a68bb49ce1c0000df89344,kw,0,12.0,0.0,kw_control,4,12.0,0.21322207286148814,0.7381231557018059,0.048654771436706115
56aa90d5638440000c8b506f|kw|0,56aa90d5638440000c8b506f,kw,0,6.0,0.5,kw_control,3,4.0,0.6395013160788713,0.2384759243015463,0.1220227596195825
56aa90d5638440000c8b506f|kw|0,56aa90d5638440000c8b506f,kw,0,6.0,0.5,kw_control,3,6.0,0.7477747132767695,0.12707895817734013,0.12514632854589033
56aa90d5638440000c8b506f|kw|0,56aa90d5638440000c8b506f,kw,0,6.0,0.5,kw_control,3,8.0,0.5295807226969695,0.35644122485060925,0.11397805245242122
56aa90d5638440000c8b506f|kw|0,56aa90d5638440000c8b506f,kw,0,6.0,0.5,kw_control,3,12.0,0.2977392236810803,0.6303288330170002,0.07193194330191957
56aa90d5638440000c8b506f|kw|1,56aa90d5638440000c8b506f,kw,1,6.0,0.5,kw_market,3,4.0,0.260519950029666,0.06455573819099836,0.6749243117793358
56aa90d5638440000c8b506f|kw|1,56aa90d5638440000c8b506f,kw,1,6.0,0.5,kw_market,3,6.0,0.29540292318457784,0.033358646917398746,0.6712384298980234
56aa90d5638440000c8b506f|kw|1,56aa90d5638440000c8b506f,kw,1,6.0,0.5,kw_market,3,8.0,0.22886414249464815,0.10235858679831353,0.6687772707070385
56aa90d5638440000c8b506f|kw|1,56aa90d5638440000c8b506f,kw,1,6.0,0.5,kw_market,3,12.0,0.1758406587839122,0.2473666748297031,0.5767926663863848
56abcb46f209e0000adab961|lt|0,56abcb46f209e0000adab961,lt,0,6.0,0.5,lt_control,4,4.0,0.6968665492495063,0.1911689023050412,0.11196454844545256
56abcb46f209e0000adab961|lt|0,56abcb46f209e0000adab961,lt,0,6.0,0.5,lt_control,4,6.0,0.7899277660422191,0.09875401929139141,0.11131821466638946
56abcb46f209e0000adab961|lt|0,56abcb46f209e0000adab961,lt,0,6.0,0.5,lt_control,4,8.0,0.5965315652298586,0.295361386949424,0.10810704782071744
56abcb46f209e0000adab961|lt|0,56abcb46f209e0000adab961,lt,0,6.0,0.5,lt_control,4,12.0,0.3622119022415662,0.5641029475043086,0.07368515025412525
56c6e662b0b7a1000c5cdb21|kw|1,56c6e662b0b7a1000c5cdb21,kw,1,12.0,0.0,kw_market,3,4.0,0.5172647574480135,0.18653467442414556,0.296200568127841
56c6e662b0b7a1000c5cdb21|kw|1,56c6e662b0b7a1000c5cdb21,kw,1,12.0,0.0,kw_market,3,6.0,0.600026756682938,0.09860911777291588,0.30136412554414616
56c6e662b0b7a1000c5cdb21|kw|1,56c6e662b0b7a1000c5cdb21,kw,1,12.0,0.0,kw_market,3,8.0,0.4353933467416073,0.2833877892439614,0.2812188640144313
56c6e662b0b7a1000c5cdb21|kw|1,56c6e662b0b7a1000c5cdb21,kw,1,12.0,0.0,kw_market,3,12.0,0.26509000637104535,0.5427102984656429,0.1921996951633117
56c6e662b0b7a1000c5cdb21|lt|0,56c6e662b0b7a1000c5cdb21,lt,0,8.0,0.3333333333333333,lt_control,4,4.0,0.6968665492495063,0.1911689023050412,0.11196454844545256
56c6e662b0b7a1000c5cdb21|lt|0,56c6e662b0b7a1000c5cdb21,lt,0,8.0,0.3333333333333333,lt_control,4,6.0,0.7899277660422191,0.09875401929139141,0.11131821466638946
56c6e662b0b7a1000c5cdb21|lt|0,56c6e662b0b7a1000c5cdb21,lt,0,8.0,0.3333333333333333,lt_control,4,8.0,0.5965315652298586,0.295361386949424,0.10810704782071744
56c6e662b0b7a1000c5cdb21|lt|0,56c6e662b0b7a1000c5cdb21,lt,0,8.0,0.3333333333333333,lt_control,4,12.0,0.3622119022415662,0.5641029475043086,0.07368515025412525
56e225c2ec0fdd000641e72d|lt|1,56e225c2ec0fdd000641e72d,lt,1,10.0,0.16666666666666666,lt_market,4,4.0,0.4448765755676009,0.32112232813300595,0.23400109629939306
56e225c2ec0fdd000641e72d|lt|1,56e225c2ec0fdd000641e72d,lt,1,10.0,0.16666666666666666,lt_market,4,6.0,0.5585668067081485,0.183740909220585,0.2576922840712665
56e225c2ec0fdd000641e72d|lt|1,56e225c2ec0fdd000641e72d,lt,1,10.0,0.16666666666666666,lt_market,4,8.0,0.345290873950168,0.4498510371046928,0.2048580889451391
56e225c2ec0fdd000641e72d|lt|1,56e225c2ec0fdd000641e72d,lt,1,10.0,0.16666666666666666,lt_market,4,12.0,0.17349475409415635,0.7109602764015301,0.11554496950431344
56f2a152ed0cf6000c913b6c|lt|0,56f2a152ed0cf6000c913b6c,lt,0,6.0,0.5,lt_control,4,4.0,0.558660691924327,0.34065656275237055,0.10068274532330242
56f2a152ed0cf6000c913b6c|lt|0,56f2a152ed0cf6000c913b6c,lt,0,6.0,0.5,lt_control,4,6.0,0.6963986685899355,0.193520220348297,0.11008111106176757
56f2a152ed0cf6000c913b6c|lt|0,56f2a152ed0cf6000c913b6c,lt,0,6.0,0.5,lt_control,4,8.0,0.4340541290144629,0.47771095228569643,0.08823491869984058
56f2a152ed0cf6000c913b6c|lt|0,56f2a152ed0cf6000c913b6c,lt,0,6.0,0.5,lt_control,4,12.0,0.21322207286148814,0.7381231557018059,0.048654771436706115
570570eb61ab6a0010d484d0|lt|0,570570eb61ab6a0010d484d0,lt,0,7.0,0.4166666666666667,lt_control,4,4.0,0.696866549249506,0.19116890230504152,0.1119645484454525
570570eb61ab6a0010d484d0|lt|0,570570eb61ab6a0010d484d0,lt,0,7.0,0.4166666666666667,lt_control,4,6.0,0.789927766042219,0.09875401929139162,0.1113182146663894
570570eb61ab6a0010d484d0|lt|0,570570eb61ab6a0010d484d0,lt,0,7.0,0.4166666666666667,lt_control,4,8.0,0.5965315652298582,0.2953613869494245,0.10810704782071738
570570eb61ab6a0010d484d0|lt|0,570570eb61ab6a0010d484d0,lt,0,7.0,0.4166666666666667,lt_control,4,12.0,0.36221190224156563,0.5641029475043091,0.07368515025412516
571fdcb14b8ecc0013c24fcb|kw|0,571fdcb14b8ecc0013c24fcb,kw,0,6.0,0.5,kw_control,4,4.0,0.7967830643922639,0.0863610139892806,0.11685592161845557
571fdcb14b8ecc0013c24fcb|kw|0,571fdcb14b8ecc0013c24fcb,kw,0,6.0,0.5,kw_control,4,6.0,0.8488753979574292,0.04192966165494564,0.10919494038762523
571fdcb14b8ecc0013c24fcb|kw|0,571fdcb14b8ecc0013c24fcb,kw,0,6.0,0.5,kw_control,4,8.0,0.734725594349773,0.14373266181188782,0.12154174383833914
571fdcb14b8ecc0013c24fcb|kw|0,571fdcb14b8ecc0013c24fcb,kw,0,6.0,0.5,kw_control,4,12.0,0.5552408647390824,0.3416544516522735,0.10310468360864405
572041d6fd3a5200093c1295|lt|0,572041d6fd3a5200093c1295,lt,0,5.0,0.5833333333333334,lt_control,3,4.0,0.42130818632424755,0.48971733039762366,0.08897448327812882
572041d6fd3a5200093c1295|lt|0,572041d6fd3a5200093c1295,lt,0,5.0,0.5833333333333334,lt_control,3,6.0,0.5831074858897167,0.3088829703369596,0.10800954377332375
572041d6fd3a5200093c1295|lt|0,572041d6fd3a5200093c1295,lt,0,5.0,0.5833333333333334,lt_control,3,8.0,0.29974470266593234,0.628853892412377,0.07140140492169056
572041d6fd3a5200093c1295|lt|0,572041d6fd3a5200093c1295,lt,0,5.0,0.5833333333333334,lt_control,3,12.0,0.1271241598613032,0.8388835821665274,0.03399225797216935
5727d93522e522000e7a0a3c|kw|0,5727d93522e522000e7a0a3c,kw,0,8.0,0.3333333333333333,kw_control,4,4.0,0.6968665492495063,0.1911689023050412,0.11196454844545256
5727d93522e522000e7a0a3c|kw|0,5727d93522e522000e7a0a3c,kw,0,8.0,0.3333333333333333,kw_control,4,6.0,0.7899277660422191,0.09875401929139141,0.11131821466638946
5727d93522e522000e7a0a3c|kw|0,5727d93522e522000e7a0a3c,kw,0,8.0,0.3333333333333333,kw_control,4,8.0,0.5965315652298586,0.295361386949424,0.10810704782071744
5727d93522e522000e7a0a3c|kw|0,5727d93522e522000e7a0a3c,kw,0,8.0,0.3333333333333333,kw_control,4,12.0,0.3622119022415662,0.5641029475043086,0.07368515025412525
5727d93522e522000e7a0a3c|lt|1,5727d93522e522000e7a0a3c,lt,1,10.0,0.16666666666666666,lt_market,4,4.0,0.4255669663865105,0.161775867593433,0.41265716602005653
5727d93522e522000e7a0a3c|lt|1,5727d93522e522000e7a0a3c,lt,1,10.0,0.16666666666666666,lt_market,4,6.0,0.4941372148923859,0.08560382366663097,0.4202589614409831
5727d93522e522000e7a0a3c|lt|1,5727d93522e522000e7a0a3c,lt,1,10.0,0.16666666666666666,lt_market,4,8.0,0.35973163239707334,0.2468181642258094,0.3934502033771172
5727d93522e522000e7a0a3c|lt|1,5727d93522e522000e7a0a3c,lt,1,10.0,0.16666666666666666,lt_market,4,12.0,0.22800569444991042,0.4920616803254352,0.27993262522465434
